ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	term	Ont
GO:0010566	GO:0010566	1/192	11/11754	0.165769049	0.856927543	0.856927543	REST	1	regulation of ketone biosynthetic process	BP
GO:0010758	GO:0010758	1/192	11/11754	0.165769049	0.856927543	0.856927543	STAP1	1	regulation of macrophage chemotaxis	BP
GO:0010882	GO:0010882	1/192	11/11754	0.165769049	0.856927543	0.856927543	ANK2	1	regulation of cardiac muscle contraction by calcium ion signaling	BP
GO:0010954	GO:0010954	1/192	11/11754	0.165769049	0.856927543	0.856927543	FGF2	1	positive regulation of protein processing	BP
GO:0014029	GO:0014029	1/192	11/11754	0.165769049	0.856927543	0.856927543	EDNRA	1	neural crest formation	BP
GO:0015172	GO:0015172	1/192	11/11754	0.165769049	0.856927543	0.856927543	SLC7A11	1	acidic amino acid transmembrane transporter activity	MF
GO:0015278	GO:0015278	1/192	11/11754	0.165769049	0.856927543	0.856927543	PKD2	1	calcium-release channel activity	MF
GO:0016322	GO:0016322	1/192	11/11754	0.165769049	0.856927543	0.856927543	EDNRA	1	neuron remodeling	BP
GO:0016646	GO:0016646	1/192	11/11754	0.165769049	0.856927543	0.856927543	MTHFD2L	1	"oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor"	MF
GO:0019400	GO:0019400	1/192	11/11754	0.165769049	0.856927543	0.856927543	COQ2	1	alditol metabolic process	BP
GO:0021984	GO:0021984	1/192	11/11754	0.165769049	0.856927543	0.856927543	FGF2	1	adenohypophysis development	BP
GO:0031005	GO:0031005	1/192	11/11754	0.165769049	0.856927543	0.856927543	SYNPO2	1	filamin binding	MF
GO:0032288	GO:0032288	1/192	11/11754	0.165769049	0.856927543	0.856927543	UGT8	1	myelin assembly	BP
GO:0032977	GO:0032977	1/192	11/11754	0.165769049	0.856927543	0.856927543	COX18	1	membrane insertase activity	MF
GO:0033549	GO:0033549	1/192	11/11754	0.165769049	0.856927543	0.856927543	DUSP4	1	MAP kinase phosphatase activity	MF
GO:0034121	GO:0034121	1/192	11/11754	0.165769049	0.856927543	0.856927543	OTUD4	1	regulation of toll-like receptor signaling pathway	BP
GO:0034309	GO:0034309	1/192	11/11754	0.165769049	0.856927543	0.856927543	REST	1	primary alcohol biosynthetic process	BP
GO:0034698	GO:0034698	1/192	11/11754	0.165769049	0.856927543	0.856927543	EDNRA	1	response to gonadotropin	BP
GO:0040015	GO:0040015	1/192	11/11754	0.165769049	0.856927543	0.856927543	PLACL2	1	negative regulation of multicellular organism growth	BP
GO:0042762	GO:0042762	1/192	11/11754	0.165769049	0.856927543	0.856927543	SLC7A11	1	regulation of sulfur metabolic process	BP
GO:0043032	GO:0043032	1/192	11/11754	0.165769049	0.856927543	0.856927543	STAP1	1	positive regulation of macrophage activation	BP
GO:0043997	GO:0043997	1/192	11/11754	0.165769049	0.856927543	0.856927543	JADE1	1	histone H4K12 acetyltransferase activity	MF
GO:0045120	GO:0045120	1/192	11/11754	0.165769049	0.856927543	0.856927543	CCNA2	1	pronucleus	CC
GO:0045821	GO:0045821	1/192	11/11754	0.165769049	0.856927543	0.856927543	SLC4A4	1	positive regulation of glycolytic process	BP
GO:0045945	GO:0045945	1/192	11/11754	0.165769049	0.856927543	0.856927543	SMARCA5	1	positive regulation of transcription by RNA polymerase III	BP
GO:0048484	GO:0048484	1/192	11/11754	0.165769049	0.856927543	0.856927543	EDNRA	1	enteric nervous system development	BP
GO:0050855	GO:0050855	1/192	11/11754	0.165769049	0.856927543	0.856927543	STAP1	1	regulation of B cell receptor signaling pathway	BP
GO:0051797	GO:0051797	1/192	11/11754	0.165769049	0.856927543	0.856927543	HPSE	1	regulation of hair follicle development	BP
GO:0051923	GO:0051923	1/192	11/11754	0.165769049	0.856927543	0.856927543	SULT1E1	1	sulfation	BP
GO:0060379	GO:0060379	1/192	11/11754	0.165769049	0.856927543	0.856927543	REST	1	cardiac muscle cell myoblast differentiation	BP
GO:0060391	GO:0060391	1/192	11/11754	0.165769049	0.856927543	0.856927543	RBPMS	1	positive regulation of SMAD protein signal transduction	BP
GO:0061309	GO:0061309	1/192	11/11754	0.165769049	0.856927543	0.856927543	EDNRA	1	cardiac neural crest cell development involved in outflow tract morphogenesis	BP
GO:0070885	GO:0070885	1/192	11/11754	0.165769049	0.856927543	0.856927543	MYOZ2	1	negative regulation of calcineurin-NFAT signaling cascade	BP
GO:0086103	GO:0086103	1/192	11/11754	0.165769049	0.856927543	0.856927543	EDNRA	1	G protein-coupled receptor signaling pathway involved in heart process	BP
GO:0090571	GO:0090571	1/192	11/11754	0.165769049	0.856927543	0.856927543	LIN54	1	RNA polymerase II transcription repressor complex	CC
GO:0098856	GO:0098856	1/192	11/11754	0.165769049	0.856927543	0.856927543	FABP2	1	intestinal lipid absorption	BP
GO:0106057	GO:0106057	1/192	11/11754	0.165769049	0.856927543	0.856927543	MYOZ2	1	negative regulation of calcineurin-mediated signaling	BP
GO:0140693	GO:0140693	1/192	11/11754	0.165769049	0.856927543	0.856927543	G3BP2	1	molecular condensate scaffold activity	MF
GO:0150077	GO:0150077	1/192	11/11754	0.165769049	0.856927543	0.856927543	STAP1	1	regulation of neuroinflammatory response	BP
GO:1901522	GO:1901522	1/192	11/11754	0.165769049	0.856927543	0.856927543	SMAD1	1	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	BP
GO:2000479	GO:2000479	1/192	11/11754	0.165769049	0.856927543	0.856927543	NPFFR2	1	regulation of cAMP-dependent protein kinase activity	BP
GO:2001028	GO:2001028	1/192	11/11754	0.165769049	0.856927543	0.856927543	FGF2	1	positive regulation of endothelial cell chemotaxis	BP
GO:0065004	GO:0065004	3/192	86/11754	0.165916447	0.856927543	0.856927543	CENPC/SMARCA5/ZNF827	3	protein-DNA complex assembly	BP
GO:0001707	GO:0001707	2/192	45/11754	0.167107564	0.856927543	0.856927543	FGF2/SMAD1	2	mesoderm formation	BP
GO:0032411	GO:0032411	2/192	45/11754	0.167107564	0.856927543	0.856927543	EDNRA/PKD2	2	positive regulation of transporter activity	BP
GO:0034728	GO:0034728	2/192	45/11754	0.167107564	0.856927543	0.856927543	LIN54/SMARCA5	2	nucleosome organization	BP
GO:0043073	GO:0043073	2/192	45/11754	0.167107564	0.856927543	0.856927543	ADAD1/ANKRD17	2	germ cell nucleus	CC
GO:0048145	GO:0048145	2/192	45/11754	0.167107564	0.856927543	0.856927543	EREG/IL8L2	2	regulation of fibroblast proliferation	BP
GO:0001653	GO:0001653	3/192	87/11754	0.169914945	0.856927543	0.856927543	EDNRA/NPFFR2/QRFPR	3	peptide receptor activity	MF
GO:0044272	GO:0044272	3/192	87/11754	0.169914945	0.856927543	0.856927543	ENOPH1/NDST3/SLC10A7	3	sulfur compound biosynthetic process	BP
GO:0060562	GO:0060562	6/192	229/11754	0.172420641	0.856927543	0.856927543	EDNRA/FAT4/FGF2/HHIP/PKD2/SPRY1	6	epithelial tube morphogenesis	BP
GO:0005977	GO:0005977	2/192	46/11754	0.172930859	0.856927543	0.856927543	PPP1R3B/STBD1	2	glycogen metabolic process	BP
GO:0006766	GO:0006766	2/192	46/11754	0.172930859	0.856927543	0.856927543	GC/MMAA	2	vitamin metabolic process	BP
GO:0010494	GO:0010494	2/192	46/11754	0.172930859	0.856927543	0.856927543	G3BP2/RBPMS	2	cytoplasmic stress granule	CC
GO:0016811	GO:0016811	2/192	46/11754	0.172930859	0.856927543	0.856927543	NAAA/NDST4	2	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides"	MF
GO:0032835	GO:0032835	2/192	46/11754	0.172930859	0.856927543	0.856927543	EDNRA/FGF2	2	glomerulus development	BP
GO:0048844	GO:0048844	2/192	46/11754	0.172930859	0.856927543	0.856927543	EDNRA/PKD2	2	artery morphogenesis	BP
GO:1902373	GO:1902373	2/192	46/11754	0.172930859	0.856927543	0.856927543	HNRNPD/NOCT	2	negative regulation of mRNA catabolic process	BP
GO:0050730	GO:0050730	4/192	133/11754	0.172996135	0.856927543	0.856927543	AREG/EPGN/EREG/IL15	4	regulation of peptidyl-tyrosine phosphorylation	BP
GO:0051168	GO:0051168	3/192	88/11754	0.173941228	0.856927543	0.856927543	ABCE1/SDAD1/YTHDC1	3	nuclear export	BP
GO:0033674	GO:0033674	6/192	230/11754	0.174810166	0.856927543	0.856927543	AREG/EPGN/EREG/FGF2/PDE5A/PKD2	6	positive regulation of kinase activity	BP
GO:0015085	GO:0015085	3/192	89/11754	0.177994398	0.856927543	0.856927543	ANXA5/PKD2/TRPC3	3	calcium ion transmembrane transporter activity	MF
GO:0016810	GO:0016810	3/192	89/11754	0.177994398	0.856927543	0.856927543	ADAD1/NAAA/NDST4	3	"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds"	MF
GO:0000380	GO:0000380	2/192	47/11754	0.178786959	0.856927543	0.856927543	REST/YTHDC1	2	"alternative mRNA splicing, via spliceosome"	BP
GO:0016591	GO:0016591	2/192	47/11754	0.178786959	0.856927543	0.856927543	GTF2E2/POLR2B	2	"RNA polymerase II, holoenzyme"	CC
GO:0044042	GO:0044042	2/192	47/11754	0.178786959	0.856927543	0.856927543	PPP1R3B/STBD1	2	glucan metabolic process	BP
GO:0048332	GO:0048332	2/192	47/11754	0.178786959	0.856927543	0.856927543	FGF2/SMAD1	2	mesoderm morphogenesis	BP
GO:0050729	GO:0050729	2/192	47/11754	0.178786959	0.856927543	0.856927543	IL8L2/STAP1	2	positive regulation of inflammatory response	BP
GO:2000573	GO:2000573	2/192	47/11754	0.178786959	0.856927543	0.856927543	FGF2/TNKS	2	positive regulation of DNA biosynthetic process	BP
GO:0000462	GO:0000462	1/192	12/11754	0.179408864	0.856927543	0.856927543	UTP3	1	"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"	BP
GO:0001774	GO:0001774	1/192	12/11754	0.179408864	0.856927543	0.856927543	STAP1	1	microglial cell activation	BP
GO:0003299	GO:0003299	1/192	12/11754	0.179408864	0.856927543	0.856927543	TRPC3	1	muscle hypertrophy in response to stress	BP
GO:0004983	GO:0004983	1/192	12/11754	0.179408864	0.856927543	0.856927543	QRFPR	1	neuropeptide Y receptor activity	MF
GO:0005003	GO:0005003	1/192	12/11754	0.179408864	0.856927543	0.856927543	EPHA5	1	ephrin receptor activity	MF
GO:0006700	GO:0006700	1/192	12/11754	0.179408864	0.856927543	0.856927543	REST	1	C21-steroid hormone biosynthetic process	BP
GO:0006744	GO:0006744	1/192	12/11754	0.179408864	0.856927543	0.856927543	COQ2	1	ubiquinone biosynthetic process	BP
GO:0006999	GO:0006999	1/192	12/11754	0.179408864	0.856927543	0.856927543	NUP54	1	nuclear pore organization	BP
GO:0007063	GO:0007063	1/192	12/11754	0.179408864	0.856927543	0.856927543	TNKS	1	regulation of sister chromatid cohesion	BP
GO:0007076	GO:0007076	1/192	12/11754	0.179408864	0.856927543	0.856927543	SMARCA5	1	mitotic chromosome condensation	BP
GO:0008143	GO:0008143	1/192	12/11754	0.179408864	0.856927543	0.856927543	RBPMS	1	poly(A) binding	MF
GO:0008174	GO:0008174	1/192	12/11754	0.179408864	0.856927543	0.856927543	METTL14	1	mRNA methyltransferase activity	MF
GO:0009185	GO:0009185	1/192	12/11754	0.179408864	0.856927543	0.856927543	NUDT9	1	ribonucleoside diphosphate metabolic process	BP
GO:0009263	GO:0009263	1/192	12/11754	0.179408864	0.856927543	0.856927543	DCK	1	deoxyribonucleotide biosynthetic process	BP
GO:0009265	GO:0009265	1/192	12/11754	0.179408864	0.856927543	0.856927543	DCK	1	2'-deoxyribonucleotide biosynthetic process	BP
GO:0010560	GO:0010560	1/192	12/11754	0.179408864	0.856927543	0.856927543	IL15	1	positive regulation of glycoprotein biosynthetic process	BP
GO:0010880	GO:0010880	1/192	12/11754	0.179408864	0.856927543	0.856927543	ANK2	1	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	BP
GO:0014857	GO:0014857	1/192	12/11754	0.179408864	0.856927543	0.856927543	FGF2	1	regulation of skeletal muscle cell proliferation	BP
GO:0014887	GO:0014887	1/192	12/11754	0.179408864	0.856927543	0.856927543	TRPC3	1	cardiac muscle adaptation	BP
GO:0014898	GO:0014898	1/192	12/11754	0.179408864	0.856927543	0.856927543	TRPC3	1	cardiac muscle hypertrophy in response to stress	BP
GO:0019956	GO:0019956	1/192	12/11754	0.179408864	0.856927543	0.856927543	FGF2	1	chemokine binding	MF
GO:0023019	GO:0023019	1/192	12/11754	0.179408864	0.856927543	0.856927543	FGF5	1	signal transduction involved in regulation of gene expression	BP
GO:0030194	GO:0030194	1/192	12/11754	0.179408864	0.856927543	0.856927543	HPSE	1	positive regulation of blood coagulation	BP
GO:0030214	GO:0030214	1/192	12/11754	0.179408864	0.856927543	0.856927543	FGF2	1	hyaluronan catabolic process	BP
GO:0031069	GO:0031069	1/192	12/11754	0.179408864	0.856927543	0.856927543	INTU	1	hair follicle morphogenesis	BP
GO:0032069	GO:0032069	1/192	12/11754	0.179408864	0.856927543	0.856927543	ABCE1	1	regulation of nuclease activity	BP
GO:0032482	GO:0032482	1/192	12/11754	0.179408864	0.856927543	0.856927543	RAB33B	1	Rab protein signal transduction	BP
GO:0032816	GO:0032816	1/192	12/11754	0.179408864	0.856927543	0.856927543	IL15	1	positive regulation of natural killer cell activation	BP
GO:0034143	GO:0034143	1/192	12/11754	0.179408864	0.856927543	0.856927543	MFHAS1	1	regulation of toll-like receptor 4 signaling pathway	BP
GO:0035250	GO:0035250	1/192	12/11754	0.179408864	0.856927543	0.856927543	UGT8	1	UDP-galactosyltransferase activity	MF
GO:0035970	GO:0035970	1/192	12/11754	0.179408864	0.856927543	0.856927543	PPM1K	1	peptidyl-threonine dephosphorylation	BP
GO:0036092	GO:0036092	1/192	12/11754	0.179408864	0.856927543	0.856927543	INPP4B	1	phosphatidylinositol-3-phosphate biosynthetic process	BP
GO:0039535	GO:0039535	1/192	12/11754	0.179408864	0.856927543	0.856927543	ANKRD17	1	regulation of RIG-I signaling pathway	BP
GO:0043024	GO:0043024	1/192	12/11754	0.179408864	0.856927543	0.856927543	ABCE1	1	ribosomal small subunit binding	MF
GO:0043083	GO:0043083	1/192	12/11754	0.179408864	0.856927543	0.856927543	PRSS12	1	synaptic cleft	CC
GO:0043101	GO:0043101	1/192	12/11754	0.179408864	0.856927543	0.856927543	DCK	1	purine-containing compound salvage	BP
GO:0043586	GO:0043586	1/192	12/11754	0.179408864	0.856927543	0.856927543	INTU	1	tongue development	BP
GO:0043931	GO:0043931	1/192	12/11754	0.179408864	0.856927543	0.856927543	FAT4	1	ossification involved in bone maturation	BP
GO:0043981	GO:0043981	1/192	12/11754	0.179408864	0.856927543	0.856927543	JADE1	1	histone H4-K5 acetylation	BP
GO:0043982	GO:0043982	1/192	12/11754	0.179408864	0.856927543	0.856927543	JADE1	1	histone H4-K8 acetylation	BP
GO:0045761	GO:0045761	1/192	12/11754	0.179408864	0.856927543	0.856927543	NPFFR2	1	regulation of adenylate cyclase activity	BP
GO:0045932	GO:0045932	1/192	12/11754	0.179408864	0.856927543	0.856927543	PDE5A	1	negative regulation of muscle contraction	BP
GO:0046184	GO:0046184	1/192	12/11754	0.179408864	0.856927543	0.856927543	REST	1	aldehyde biosynthetic process	BP
GO:0046385	GO:0046385	1/192	12/11754	0.179408864	0.856927543	0.856927543	DCK	1	deoxyribose phosphate biosynthetic process	BP
GO:0046782	GO:0046782	1/192	12/11754	0.179408864	0.856927543	0.856927543	LARP7	1	regulation of viral transcription	BP
GO:0051220	GO:0051220	1/192	12/11754	0.179408864	0.856927543	0.856927543	PKD2	1	cytoplasmic sequestering of protein	BP
GO:0051782	GO:0051782	1/192	12/11754	0.179408864	0.856927543	0.856927543	INTU	1	negative regulation of cell division	BP
GO:0061307	GO:0061307	1/192	12/11754	0.179408864	0.856927543	0.856927543	EDNRA	1	cardiac neural crest cell differentiation involved in heart development	BP
GO:0061308	GO:0061308	1/192	12/11754	0.179408864	0.856927543	0.856927543	EDNRA	1	cardiac neural crest cell development involved in heart development	BP
GO:0070696	GO:0070696	1/192	12/11754	0.179408864	0.856927543	0.856927543	BMP3	1	transmembrane receptor protein serine/threonine kinase binding	MF
GO:0090231	GO:0090231	1/192	12/11754	0.179408864	0.856927543	0.856927543	MAD2L1	1	regulation of spindle checkpoint	BP
GO:0090266	GO:0090266	1/192	12/11754	0.179408864	0.856927543	0.856927543	MAD2L1	1	regulation of mitotic cell cycle spindle assembly checkpoint	BP
GO:0098712	GO:0098712	1/192	12/11754	0.179408864	0.856927543	0.856927543	SLC7A11	1	L-glutamate import across plasma membrane	BP
GO:0140272	GO:0140272	1/192	12/11754	0.179408864	0.856927543	0.856927543	ALB	1	exogenous protein binding	MF
GO:1900048	GO:1900048	1/192	12/11754	0.179408864	0.856927543	0.856927543	HPSE	1	positive regulation of hemostasis	BP
GO:1900407	GO:1900407	1/192	12/11754	0.179408864	0.856927543	0.856927543	SLC7A11	1	regulation of cellular response to oxidative stress	BP
GO:1901663	GO:1901663	1/192	12/11754	0.179408864	0.856927543	0.856927543	COQ2	1	quinone biosynthetic process	BP
GO:1902644	GO:1902644	1/192	12/11754	0.179408864	0.856927543	0.856927543	REST	1	tertiary alcohol metabolic process	BP
GO:1903319	GO:1903319	1/192	12/11754	0.179408864	0.856927543	0.856927543	FGF2	1	positive regulation of protein maturation	BP
GO:1903504	GO:1903504	1/192	12/11754	0.179408864	0.856927543	0.856927543	MAD2L1	1	regulation of mitotic spindle checkpoint	BP
GO:1905146	GO:1905146	1/192	12/11754	0.179408864	0.856927543	0.856927543	MFSD8	1	lysosomal protein catabolic process	BP
GO:1905564	GO:1905564	1/192	12/11754	0.179408864	0.856927543	0.856927543	FGF2	1	positive regulation of vascular endothelial cell proliferation	BP
GO:0002009	GO:0002009	8/192	334/11754	0.18076653	0.856927543	0.856927543	EDNRA/FAT4/FGF2/GRSF1/HHIP/INTU/PKD2/SPRY1	8	morphogenesis of an epithelium	BP
GO:0001944	GO:0001944	10/192	439/11754	0.181878025	0.856927543	0.856927543	ANKRD17/EDNRA/EPGN/FGF2/GAB1/HPSE/IL8L2/NDNF/PKD2/SMAD1	10	vasculature development	BP
GO:0010563	GO:0010563	6/192	233/11754	0.182060167	0.856927543	0.856927543	MFHAS1/PAQR3/PPEF2/PTPN13/SPRY1/STAP1	6	negative regulation of phosphorus metabolic process	BP
GO:0045936	GO:0045936	6/192	233/11754	0.182060167	0.856927543	0.856927543	MFHAS1/PAQR3/PPEF2/PTPN13/SPRY1/STAP1	6	negative regulation of phosphate metabolic process	BP
GO:0003015	GO:0003015	4/192	136/11754	0.182694804	0.856927543	0.856927543	ANK2/EDNRA/HOPX/PDE5A	4	heart process	BP
GO:0006942	GO:0006942	2/192	48/11754	0.184673257	0.856927543	0.856927543	ANK2/PDE5A	2	regulation of striated muscle contraction	BP
GO:0071363	GO:0071363	9/192	390/11754	0.188498836	0.856927543	0.856927543	ADAMTS3/FAT4/FGF2/FGF5/GAB1/HHIP/NDNF/SMAD1/SPRY1	9	cellular response to growth factor stimulus	BP
GO:0000775	GO:0000775	4/192	138/11754	0.189259041	0.856927543	0.856927543	CENPC/MAD2L1/SMARCA5/ZNF330	4	"chromosome, centromeric region"	CC
GO:0030856	GO:0030856	3/192	92/11754	0.19030634	0.856927543	0.856927543	FAT4/FGF2/SPRY1	3	regulation of epithelial cell differentiation	BP
GO:0050905	GO:0050905	3/192	92/11754	0.19030634	0.856927543	0.856927543	EDNRA/POU4F2/TMEM150C	3	neuromuscular process	BP
GO:0043408	GO:0043408	9/192	391/11754	0.190402198	0.856927543	0.856927543	DUSP4/EPGN/FGF2/MFHAS1/NPFFR2/PAQR3/PDE5A/PPEF2/SPRY1	9	regulation of MAPK cascade	BP
GO:0006576	GO:0006576	2/192	49/11754	0.190587222	0.856927543	0.856927543	EDNRA/NAAA	2	biogenic amine metabolic process	BP
GO:0014855	GO:0014855	2/192	49/11754	0.190587222	0.856927543	0.856927543	FGF2/SMAD1	2	striated muscle cell proliferation	BP
GO:0019080	GO:0019080	2/192	49/11754	0.190587222	0.856927543	0.856927543	LARP7/REST	2	viral gene expression	BP
GO:0042303	GO:0042303	2/192	49/11754	0.190587222	0.856927543	0.856927543	HPSE/INTU	2	molting cycle	BP
GO:0042633	GO:0042633	2/192	49/11754	0.190587222	0.856927543	0.856927543	HPSE/INTU	2	hair cycle	BP
GO:0051928	GO:0051928	2/192	49/11754	0.190587222	0.856927543	0.856927543	PKD2/TRPC3	2	positive regulation of calcium ion transport	BP
GO:0061614	GO:0061614	2/192	49/11754	0.190587222	0.856927543	0.856927543	REST/SMAD1	2	miRNA transcription	BP
GO:1902893	GO:1902893	2/192	49/11754	0.190587222	0.856927543	0.856927543	REST/SMAD1	2	regulation of miRNA transcription	BP
GO:0033993	GO:0033993	8/192	339/11754	0.190929917	0.856927543	0.856927543	AREG/CXCL13/IL8L2/NOCT/POU4F2/REST/STAP1/TNIP3	8	response to lipid	BP
GO:0000460	GO:0000460	1/192	13/11754	0.192826808	0.856927543	0.856927543	EXOSC9	1	maturation of 5.8S rRNA	BP
GO:0000729	GO:0000729	1/192	13/11754	0.192826808	0.856927543	0.856927543	HELQ	1	DNA double-strand break processing	BP
GO:0001975	GO:0001975	1/192	13/11754	0.192826808	0.856927543	0.856927543	EDNRA	1	response to amphetamine	BP
GO:0004659	GO:0004659	1/192	13/11754	0.192826808	0.856927543	0.856927543	COQ2	1	prenyltransferase activity	MF
GO:0004683	GO:0004683	1/192	13/11754	0.192826808	0.856927543	0.856927543	CAMK2D	1	calmodulin-dependent protein kinase activity	MF
GO:0005979	GO:0005979	1/192	13/11754	0.192826808	0.856927543	0.856927543	PPP1R3B	1	regulation of glycogen biosynthetic process	BP
GO:0006474	GO:0006474	1/192	13/11754	0.192826808	0.856927543	0.856927543	NAA15	1	N-terminal protein amino acid acetylation	BP
GO:0006614	GO:0006614	1/192	13/11754	0.192826808	0.856927543	0.856927543	SRP72	1	SRP-dependent cotranslational protein targeting to membrane	BP
GO:0006677	GO:0006677	1/192	13/11754	0.192826808	0.856927543	0.856927543	UGT8	1	glycosylceramide metabolic process	BP
GO:0010484	GO:0010484	1/192	13/11754	0.192826808	0.856927543	0.856927543	JADE1	1	histone H3 acetyltransferase activity	MF
